title,address1,address2,city,state,zipcode,website,phone,tags,latitude,longitude
GG MY LOVE,65 ADAMS ST,,JAMESTOWN,NY,14701,,,,42.089821,-79.25364
GADO - GADO,26 MONROE ST.,,ELLICOTTVILLE,NY,14731,,,,42.27526,-78.670637
PIPS,89 EAST MARKET STREET,,CORNING,NY,14830,,,,42.142892,-77.050707
LASER & BREWER INC.,1384 DRYDEN ROAD,,ITHACA,NY,14850,,,,42.470965,-76.404021
TALLMAN'S DEPT STORE INC.,150 VILLAGE SQUARE,,PAINTED POST,NY,14870,,,,42.159007,-77.093815
SHIRLEY SHOPPE,659 3RD ST,,BEAVER,PA,15009,,,,40.694869,-80.305212
KIZMIT BOUTIQUE,1300 OAKRIDGE RD,,MCDONALD,PA,15057,,,,40.369406,-80.142678
LA PERLA,432 ALLEGHENY RIVER BLVD,,OAKMONT,PA,15139,,,,40.517145,-79.84256
SOHO OF SEWICKLEY,346 BEAVER STREET,,SEWICKLEY,PA,15143,,,,40.54135,-80.182021
ONE BRILLIANT,12 BRILLIANT AVE,,PITTSBURGH,PA,15215,,,,40.489326,-79.900798
APROPOS LLC,211 HUNT RD,,PITTSBURGH,PA,15215,,,,40.515386,-79.907596
PHYLLIS'S FASHION,602 PIKE ST,,MEADOW LANDS,PA,15347,,,,40.214929,-80.224819
FASHION SHOP,41 W HIGH ST,,WAYNESBURG,PA,15370,,,,39.896785,-80.187573
JULI'S WEARABLE ART LLC.,100 EAST PITT ST,,BEDFORD,PA,15522,,,,40.018844,-78.503832
OMNI BEDFORD SPRINGS RESORT LLC,2138 BUSINESS 220,,BEDFORD,PA,15522,,,,39.996557,-78.507683
BELLA BOUTIQUE,23 W. SECOND ST,,GREENSBURG,PA,15601,,,,40.300666,-79.547391
KAT WALK LLC,1010 AUGUSTA CIRCLE,,NORTH HUNTINGDON,PA,15642,,,,40.309482,-79.681609
THE FINERY,679 PHILADELPHIA ST,,INDIANA,PA,15701,,,,40.6231,-79.152835
JACKS,16 N. BRADY STREET,,DUBOIS,PA,15801,,,,41.118777,-78.761572
IVAN'S,29 N. ST MARYS ST,,ST MARYS,PA,15857,,,,41.428123,-78.561624
GOLD RUSH DIAMONDS & BOUTIQUE,3133 NEW GERMANY RD SUITE#72,,EBENSBURG,PA,15931,,,,40.461575,-78.751288
BOUTIQUE 16063,236 ERIN DRIVE,,CRANBERRY TWP,PA,16066,,,,40.740529,-80.073538
DIANE'S BOUTIQUE,1503 WILMINGTON ROAD,,NEW CASTLE,PA,16105,,,,41.016125,-80.3532
"THE WINNER, INC",32 WEST STATE STREET,,SHARON,PA,16146,,,,41.233263,-80.509717
"THE WOOLEN MILL, INC",257 CHESTNUT STREET,,MEADVILLE,PA,16335,,,,41.638249,-80.152869
AJ'S CLASSIC CLOTHING,2636 W. 8TH STREET,,ERIE,PA,16505,,,,42.106119,-80.142851
MAGNET APPAREL DBA: HARPERS,224 EAST COLLEGE AVE.,,STATE COLLEGE,PA,16801,,,,40.795768,-77.859595
AMARA VAY,5671 SR 49 W,,MILLS,PA,16937,,,,41.947039,-77.692604
CREATIVE ELEGANCE,2129 MARKET STREET,,CAMP HILL,PA,17011,,,,40.239892,-76.920793
"LITTLE BLACK DRESS LLC CAMP HILL, PA",1845 MARKET STREET,,CAMP HILL,PA,17011,,,,40.23972,-76.915324
PRESENCE,3580 GETTYSBURG ROAD,,CAMP HILL,PA,17011,,,,40.2239,-76.938751
THREE LITTLE BIRDS BOUTIQUE,780 CROOKED STICK DR,,MECHANICSBURG,PA,17050,,,,40.260454,-76.971964
ANNABELS,2011A LINGLESTOWN RD,,HARRISBURG,PA,17110,,,,40.328149,-76.868641
HERE'S LOOKING AT YOU,123 SOUTH MAIN ST,,CHAMBERSBURG,PA,17201,,,,39.935482,-77.661883
SHOE GALLERY ETC,1720 S QUEEN ST STE.10,,YORK,PA,17403,,,,39.942344,-76.704941
SONNIE'S SECRET LLC.,22 E. MAIN ST.,,LITITZ,PA,17543,,,,40.156939,-76.30643
TAUPE LLC,398 HARRISBURG AVE SUITE 150,,LANCASTER,PA,17603,,,,40.04787,-76.314124
COLONY CLASSICS,1605 E 3RD STREET,,WILLIAMSPORT,PA,17701,,,,41.251034,-76.97459
"IT'S ALL ABOUT ME (LEWISBURG, PA)",202 MARKET ST.,,LEWISBURG,PA,17837,,,,40.965093,-76.883963
MR. T'S MENSWEAR & TUXEDO RENTALS,118 SUNBURY STREET,,MINERSVILLE,PA,17954,,,,40.690858,-76.259365
JANE RONCORONI FINE CLOTHING,515 N NEW STREET,,BETHLEHEM,PA,18018,,,,40.620964,-75.378632
MORAVIAN BOOK SHOP,428 MAIN STREET,,BETHLEHEM,PA,18018,,,,40.619593,-75.381865
NEW YORK URBAN,627 HAMILTON STREET,,ALLENTOWN,PA,18101,,,,40.602814,-75.470778
3 WISHES INC. DBA:AMERICAN CANDLE,3414 RT 611,,BARTONSVILLE,PA,18321,,,,41.005812,-75.283786
DUNKELBERGERS SPORT OUTFITTER INC,585 MAIN STREET,,STROUDSBURG,PA,18360,,,,40.98547,-75.192825
LENORAS,316 MEADOW AVE,,SCRANTON,PA,18505,,,,41.395558,-75.652338
DUNDEE GARDENS,2407 SANS SOUCI PARKWAY,,WILKES BARRE,PA,18702,,,,41.209796,-75.977869
HEATHER BLEU HOME,181 HART AVE,,DOYLESTOWN,PA,18901,,,,40.303622,-75.132486
SAVIONI DESIGNER BTQ DBA SHAR CLOTHING,10 S. MAIN STREET,,NEW HOPE,PA,18938,,,,40.364132,-74.951303
SWARM (NEW HOPE),36 WEST BRIDGE STREET,,NEW HOPE,PA,18938,,,,40.364414,-74.952338
LOVE YOUR JEANS,128 SOUTH STATE ST,,NEWTOWN,PA,18940,,,,40.227224,-74.937142
FAMILY HERITAGE GIFT SHOP DBA SHEKALA'S,508 HARLEYSVILLE PIKE,,TELFORD,PA,18969,,,,40.306105,-75.358111
THE CRYSTAL COTTAGE BOUTIQUE,133 CHASE AVENUE,,IVYLAND,PA,18974,,,,40.210359,-75.072422
SISTERS,909 B BETHLEHEM PK,,AMBER,PA,19002,,,,40.181496,-75.227247
XTRA 101,101 E BUTTLER AVE.,,AMBER,PA,19002,,,,40.154806,-75.221537
TRENDZ & FRENDZ,1932 COUNTY LINE RD.,,HUNTINGDON VALLEY,PA,19006,,,,40.168204,-75.068404
PIPER BOUTIQUE,140 S 34TH STREET,,PHILADELPHIA,PA,19014,,,,39.953395,-75.192125
JORDAN BLAIR LLC ROWEN,225 RIGHTERS MILL RD,,GLADWYNE,PA,19035,,,,40.034713,-75.27646
GILBERT & EVANS,164 ROSE LANE,,HAVERFORD,PA,19041,,,,40.021484,-75.30027
JOAN ABRAMS,315 HUNGTINDON PIKE,,ROCKLEDGE,PA,19046,,,,40.081222,-75.089618
TULIPS  LINGERIE,419 OLD YORK,,JENKINTOWN,PA,19046,,,,40.101383,-76.986642
SCHWEONS BOYS AND FORMAL WEAR LLC,1201 BUCK RD.,,FEASTERVILLE,PA,19053,,,,40.155687,-74.999735
SORELLA BOUTIQUE,23 E. STATE STREET,,MEDIA,PA,19063,,,,39.91806,-75.388397
BOUTIQUE WAREHOUSE LLC,5001 WESTCHESTER PIKE,,NEWTOWN SQUARE,PA,19073,,,,39.955409,-75.40172
LES RICHARDS ENT DBA LR2,1625 CHESTNUT ST,,PHILADELPHIA,PA,19103,,,,39.95185,-75.168139
"DEB SHOP, INC",9401 BLUE GRASS ROAD,,PHILADELPHIA,PA,19114,,,,40.072132,-75.023348
ARTISANS,8440 GERMANTOWN AVE,,PHILADELPHIA,PA,19118,,,,40.075657,-75.206309
PACIFIC LEATHER,8617 GERMANTOWN AVE,,PHILADELPHIA,PA,19118,,,,40.077117,-75.207641
DUO SHOES & CLOTHING DBA: BOUTIQUE,2551 S 17TH ST,,PHILADELPHIA,PA,19145,,,,39.918848,-75.175628
POLKADOTS,29 LEOPARD RD,,PAOLI,PA,19301,,,,40.039837,-75.47694
JENNIFER ON THE AVENUE,722 W LANCASTER AVENUE,,BERWYN,PA,19312,,,,40.04688,-75.443789
WILLOWDALE COUNTRY STORE,694 UNIONVILLE ROAD,,KENNET SQUARE,PA,19348,,,,39.873884,-75.716272
NOTA BENE BOUTIQUE LLC.,117 W. KING ST.,,MALVERN,PA,19355,,,,40.035697,-75.516149
NANEDIBLES LLC DBA:LOLA'S,57 SOUTH 3RD ST,,OXFORD,PA,19363,,,,39.783581,-75.978919
JANE CHALFANT,123 NORTH HIGH ST,,WEST CHESTER,PA,19380,,,,39.961124,-75.605448
RUBY SLIPPERS,18 N HIGH ST,,WEST CHESTER,PA,19380,,,,39.960174,-75.605284
REFLECTIONS,117 W RIDGE PIKE,,CONSHOHOCKEN,PA,19428,,,,40.094689,-75.290371
THAT PERSONAL TOUCH,1764 READING BLVD.,,WYOMISSING,PA,19610,,,,40.322399,-75.976446
BELLA JULES LLC.,700 PENN AVE. W,,READING,PA,19611,,,,40.335599,-75.951891
LADY'S IMAGE,3910 CONCORD PIKE,,WILMINGTON,DE,19803,,,,39.807143,-75.549964
KEI ENTERPRISES DBA: CECE BOUTIQUE,1534 SETON DRIVE,,WILMINGTON,DE,19809,,,,39.771272,-75.484516
WEAR IT OUT,100 GARFIELD PARKWAY #10,,BETHANY BEACH,DE,19930,,,,38.538112,-75.055419
BEL BOUTIQUE,630 RAVEN CIRCLE,,WYOMING,DE,19934,,,,39.122969,-75.619934
COOL SPRING COTTAGE,28711 LEWES GEORGETOWN HWY,,MILTON,DE,19968,,,,38.734174,-75.241855
COTTON CLUB,149 REHOBOTH AVE #A,,REHOBOTH BEACH,DE,19971,,,,38.716454,-75.080901
THREE CROWNS,15 E. WASHINGTON ST,,MIDDLEBURG,VA,20117,,,,38.969151,-77.734568
CHRISTINE FOX,47 SOUTH THIRD ST,,WARRENTON,VA,20186,,,,38.711889,-77.794845
OCCASIONS,6155 HALLOWING PT RD.,,PRINCE FREDERICK,MD,20678,,,,38.512899,-76.660598
"CNE RETIAL LLC, DBA STILE",138 WATERFRONT STREET,,NATIONAL HARBOR,MD,20745,,,,38.785126,-77.015723
EMPORIUM CLOTHING LLC DBA:LIQUID BLUE,12426 KONDRUP DR.,,FULTON,MD,20759,,,,39.14306,-76.94545
THE LOOK BOUTIQUE LLC.,18119 TOWN CENTER DR.,,OLNEY,MD,20832,,,,39.152387,-77.061642
J MICHELLE,14401 HARVEST MOON RD,,BOYDS,MD,20841,,,,39.16078,-77.308653
HEARTBEAT,13 N. MAIN ST,,BEL AIR,MD,21014,,,,39.537029,-76.349628
URBAN PEARL,13 N MAIN ST.,,BEL AIR,MD,21014,,,,39.537029,-76.349628
AARON M COHEN &CO DBA:COHEN'S CLOTHIERS,64 CRANBROOK RD.,,COKEYSVILLE,MD,21030,,,,39.465159,-76.635524
LASTING IMPRESSIONS,10862-B YORK RD.,,HUNT VALLEY,MD,21030,,,,39.482776,-76.645088
MARYLAND SADDLERY,1310  WESTERN RUN RD,,HUNT VALLEY,MD,21030,,,,39.530148,-76.685441
CRAFT CONCEPTS,2360 WEST JOPPA ROAD,,LUTHERVILLE,MD,21093,,,,39.420282,-76.668424
GLENDA'S BOUTIQUE,10999 RED RUN BLVE,,OWINGS MILL,MD,21117,,,,39.422803,-76.806195
"COTERIE, A BOUTIQUE",147C RITCHIE HWY,,SEVERNA PARK,MD,21146,,,,39.100838,-76.564603
SIDETRACKED,10 E MAIN STREET,,WESTMINSTER,MD,21157,,,,39.574299,-76.99632
THE BEAD,824 KENILWORTH DRIVE,,TOWSON,MD,21204,,,,39.411786,-76.618957
ALKO DISTRIBUTORS INC,8801 KELSO DRIVE,,BALTIMORE,MD,21221,,,,39.333958,-76.475476
FREESIA,1643 THAMES ST,,BALTIMORE,MD,21231,,,,39.281543,-76.593409
CRESTMONT LTD,7 W. MAIN S,,FROSTBURG,MD,21532,,,,39.657713,-78.928011
LIZZY DEE,20 GOLDSBOROUGH ST,,EASTON,MD,21601,,,,38.775823,-76.076145
"E.S. HUBBERT & SON, INC.",403 SUNBURST HWY,,CAMBRIDGE,MD,21613,,,,38.56371,-76.067015
HOUSTON'S DOCKSIDE EMPORIUM,"315 HIGH ST, SUITE 101",,CHESTERTOWN,MD,21620,,,,39.209159,-76.067401
THE BLACKBIRD BOUTIQUE LLC.,314 PARK ROW,,CHESTERTONW,MD,21620,,,,39.210137,-76.066628
WALNUT & WOOL,321 HIGH ST.,,CHESTERTOWN,MD,21620,,,,39.209306,-76.067479
PARIS GREY COTTAGE,111 COCKEY LANE,,STEVENSVILLE,MD,21666,,,,38.981202,-76.31521
MOLLY'S MEANDERINGS,17 N. MARKET ST.,,FREDERICK,MD,21701,,,,39.414765,-77.411118
NANCY N,1303 S. SALISBURG BLVD,,SALISBURGE,MD,21801,,,,38.343774,-75.603442
THE DRESSING ROOM (SALISBURY),27307 EQUESTRIAN DR.,,SALISBURY,MD,21801,,,,38.354133,-75.657268
BRUDER HILL INC.,25 COMMERCE STREET,,BERLIN,MD,21811,,,,38.325471,-75.219614
LETE & CO.,304 N MAIN ST.,,BERLIN,MD,21811,,,,38.331097,-75.221099
CRAZY LADYZ,12449 OCEAN GATEWAY,,OCEAN CITY,MD,21842,,,,38.342319,-75.118811
TWO SISTERS LLC DBA:SILVER AND SASSY,122 S. MAIN ST,,NORTH EAST,MD,21901,,,,39.598719,-75.942197
RYAN ENTERPRISES INC.  JUDY RYAN,9565 BRADDOCK RD.,,FAIRFAX,VA,22032,,,,38.817416,-77.276124
SMITHS OF BERMUDA,6651 OLD DOMINION DR,,MC LEAN,VA,22101,,,,38.930837,-77.17469
CLC TA DBA: DETAILS OF OCCOQUAN,206 MILL STREET,,OCCOQUAN,VA,22125,,,,38.683744,-77.260186
GAD ABOUT GIFTS,7839 BELLEFLOWER DR,,SPRINGFIELD,VA,22152,,,,38.769684,-77.214496
CATHYS UNIQUE PURSUITS,337 COVE COLONY ROAD,,LANCASTER,VA,22503,,,,37.688463,-76.494522
THE KLOTHZ PATCH,198 MEMORIAL DRIVE,,WARSAW,VA,22572,,,,37.9558,-76.771261
SIMPLY CHARMING,25 W PICCADILLY ST,,WINCHESTER,VA,22601,,,,39.186358,-78.165795
LOWE TIDE,260 VIRGINIA STREET,,URBANNA,VA,23175,,,,37.636072,-76.576682
CIAO,1421 #1 GROVE AVENUE,,RICHMOND,VA,23220,,,,37.554177,-77.432254
D.WRIGHT CLOTHING,3310 WEST CARY ST.,,RICHMOND,VA,23221,,,,37.554998,-77.483985
PHILOSOPHIE,3132 WEST CARY STREET,,RICHMOND,VA,23221,,,,37.553759,-77.481153
SILVERPARROT BOUTIQUE,201 TOWN CENTER WEST BLVD STE # 703,,HENRICO,VA,23233,,,,37.659447,-77.626495
HANG-UPS LLC,1600 HILL TOP WEST S/C,,VIRGINIA BEACH,VA,23451,,,,36.867408,-76.007229
BEACH SPORTS DBA BIKINI HUT,3198 PACIFIC AVENUE,,VIRGINIA BEACH,VA,23451,,,,36.860283,-75.980575
LEMON CABANA,319 LASKIN RD.,,VIRGINA BEACH,VA,23451,,,,36.85877,-75.980222
NYFO BOUTIQUE,333 W. FREEMASON ST.,,NORFOLK,VA,23510,,,,36.851823,-76.295018
BEAUTY RESTORATION INC.,3584 N. MILITARY HWY,,NORFOLK,VA,23518,,,,36.892531,-76.221409
ANDERSONS GREENHOUSE INC,11250 JEFFERSON AVENUE,,NEWPORT NEWS,VA,23601,,,,37.063178,-76.467542
VELLIES BOUTIQUE SPECIALITY GIFTS,176 MORRIS CREEK ROAD,,CULLEN,VA,23934,,,,37.153466,-78.59261
BONOMOS INC.,860 UNIVERSITY CITY BLVD,,BLACKSBURG,VA,24060,,,,37.235109,-80.433226
ALPACA BY JACA,122 POINTE O  WOODS DR,,HUDDLESTON,VA,24104,,,,37.099017,-79.57432
"SERENDIPITY (BRISTOL, VA)",705 STATE STREET,,BRISTOL,VA,24201,,,,36.595225,-82.185506
MY LADIES SHOP,272 WEST MAIN STREET,,ABINGDON,VA,24210,,,,36.708807,-81.97943
PERSNICKETY IN VA,104 COURT ST,,ABINGDON,VA,24210,,,,36.712585,-81.969618
THE OMNI HOMESTEAD RESORT,7696 SAN SNEAD HWY,,HOT SPRINGS,VA,24445,,,,37.994443,-79.831593
THE FARMBASKET SHOPS INC.DBA: FARMBASKET,2008 LONGSHORE RD.,,LYNCHBURG,VA,24501,,,,37.359607,-79.141653
CARTER BATES,3700-J CANDLERS MOUNTAIN RD,,LYNCHBURG,VA,24502,,,,37.36155,-79.168446
LILLY LANE INC.,119 MALL DRIVE,,DONVILLE,VA,24540,,,,36.592253,-79.423703
RIPPE'S INC.,559 MAIN STREET,,DANVILLE,VA,24541,,,,36.586842,-79.394032
ARROW TREE BOUTIQUE,645 COPPER BEECH LANE,,WAKE FOREST,NC,24587,,,,35.975732,-78.469892
NINI'S TREASURE,355 WHARTON CIRCLE SUITE 115,,TRIADELPHIA,WV,26059,,,,40.053161,-80.604002
GAIA,45 MILLER ST.,,WINSTON SALEM,NC,27104,,,,36.094203,-80.273956
SIMPLY STERLING & CO,5275 ROBINHOOD VILLAGE DR.,,WINSTON SALEM,NC,27106,,,,36.122577,-80.366899
THE CATS MEOW,1981 US 29 BUSINESS,,REIDSVILLE,NC,27320,,,,36.381425,-79.578832
PAPARAZZI,2443 BATTLEGROUND AVE.,,GREENSBORO,NC,27408,,,,36.10391,-79.82662
DE WAYNE'S,1575 OUTLET CENTER DRIVE,,SELMA,NC,27576,,,,35.516695,-78.29836
CT WEEKENDS,437 DANIELS STREET,,RALEIGH,NC,27605,,,,35.790018,-78.661576
STYLE FINDER,6801 FALLS OF NEUSE RD.,,RALEIGH,NC,27615,,,,35.877082,-78.624479
THE FRENCH DOOR LLC.,1402 W. FIRST ST.,,KILL DEVIL HILLS,NC,27948,,,,36.017963,-75.679855
LADY VICTORIAN INC.,WEE WINKS SQUARE SHP CTR,,DUCK,NC,27949,,,,36.06461,-75.70573
MANGO'S BOUTIQUE,1677 DUCK ROAD,,DUCK,NC,27949,,,,36.174231,-75.748758
MISS LIZZIE'S,3720 NORTH CROATAN HIGHWAY,,KITTY HAWK,NC,27949,,,,36.060563,-75.690317
SHAY LESLIE BOUTIQUE,3810 N CROATAN HIGHWAY UNIT 5,,KITTY HAWK,NC,27949,,,,36.062723,-75.692011
LIL GRASS SHACK,2707 S CROATAN HWY,,NAGS HEAD,NC,27959,,,,35.982151,-75.642436
ANNE'S DRESS SHOP,349-E COPPERFIELD BLVD.,,CONCORD,NC,28025,,,,35.447859,-80.599484
SHELLEE ANN'S INC. (DBA: SILVER LINING),1433 CAMDEN DR.,,WINGATE,NC,28110,,,,34.94775,-80.413729
STITCHIN POST GIFTS,104 SOUTH MAIN ST,,SALISBURY,NC,28144,,,,35.667302,-80.47032
EL BOUTIQUE,3925 RIVERBEND RD.,,CHARLOTTE,NC,28210,,,,35.131395,-80.849472
JORDANOS,5107 PIPER STATION DR STE. E,,CHARLOTTE,NC,28277,,,,35.062724,-80.812636
THE LADIES SHOP,127 BROAD ST,,ELIZABETHTOWN,NC,28337,,,,34.628977,-78.606791
COOLSWEATS (PINEHURST),105 CHEROKEE ROAD STE. B-A,,PINEHURST,NC,28374,,,,35.194946,-79.469334
COOLSWEATS AT THE BEACH (WILMINGTON,"1051 MILITARY CUTOFF RD, SUITE 103",,WILMINGTON,NC,28405,,,,34.239627,-77.826975
VICTORIA'S RAGPATCH,10164 BEACH DR. S.W.,,CALABASH,NC,28467,,,,33.890861,-78.576864
ISLAND BREEZE,101 SHORELINE DR.,,SUNSET BEACH,NC,28468,,,,33.883136,-78.511775
SANDI'S BEACHWEAR,417W. FORT MACON RD,,ATLANTIC BEACH,NC,28512,,,,34.701231,-76.745614
LYNNETTE'S TWO,4426 ARENDELL STREET ST# U1,,MOREHEAD CITY,NC,28557,,,,34.72996,-76.776654
DEE GEE'S GIFTS (FOUR CHALKBOARDS INC.),508 EVANS ST,,MOREHEAD CITY,NC,28557,,,,34.720198,-76.708513
PEACOCKS PLUME/ A STEP UP,248 CRAVEN STREET,,NEW BERN,NC,28560,,,,35.10644,-77.037575
MARSHA'S COTTAGE INC.,204 WALL STREET,,ORIENTAL,NC,28571,,,,35.024904,-76.694618
ALMOST RODEO DRIVE,VILLAGE BANNER ELK#101,,BANNER ELK,NC,28604,,,,36.16318,-81.8715
SOUTH & SOUTH RTL,1180 BLOWING ROCK MALL,,BOONE,NC,28607,,,,36.201849,-81.668122
BELLA COTN,236 HWY. 107 N. UNIT C,,CASHIERS,NC,28717,,,,35.115862,-83.103141
HARRAH'S CHEROKEE CASINO RESORT,777 CASINO DRIVE,,CHEROKEE,NC,28719,,,,35.469907,-83.298066
DIVA'S ON MAIN,24 E MAIN ST.,,FRANKLIN,NC,28734,,,,35.182129,-83.379788
ELEVATION,330 MAIN ST.,,HIGHLANDS,NC,28741,,,,35.053384,-83.198307
HIGH COUNTRY STYLE,121 N. MAIN ST,,WAYNESVILLE,NC,28786,,,,35.491363,-82.987408
SASSY'S WARDROBE,36 VALLEY RIVER AVE,,MURPHY,NC,28906,,,,35.087983,-84.033362
PINK STABLE,1011 CHURCH STREET,,CAMDEN,SC,29020,,,,34.244717,-80.609139
CISSY'S,1069 LOBLOLLY ST.,,MANNING,SC,29102,,,,33.676201,-80.221626
OVER THE TOP BOUTIQUE,115 S. PALMER ST.,,RIDGEWAY,SC,29130,,,,34.307475,-80.960376
MAINSTREAM BOUTIQUE (COLUMBIA),3217 DEVINE ST,,COLUMBIA,SC,29205,,,,33.997756,-80.99572
CLASSIC-COUTURE LLC,109 E. RUTHERFORD ST.,,LANDRUM,SC,29356,,,,35.175314,-82.188178
AFFORDABLES,157 ACRES DR.,,LADSON,SC,29456,,,,32.999556,-80.099663
COCOBELLA BOUTIQUE,21 C AUGUSTA STREET,,GREENVILLE,SC,29601,,,,34.843884,-82.404669
LADY J,2131 WOODRUFF ROAD,,GREENVILLE,SC,29607,,,,34.821073,-82.258613
"VILLAGE BOUTIQUE, LTD. (PENDLETON)",221 ROCK CREEK RD.,,ANDERSON,SC,29625,,,,34.543254,-82.79457
ELKMONT TRADING COMPANY,100 LIBERTY DR,,CLEMSON,SC,29631,,,,34.687241,-82.812134
"ALTA, LLC",355 HERLONG AVE SUITE #104,,ROCK HILL,SC,29732,,,,34.959721,-81.042188
EGGS N TRICITIES,5 LAWTON  STREET,,BLUFFTON,SC,29910,,,,32.23522,-80.861823
CAMILLE & COMPANY,1507 MAIN STREET,,HILTON HEAD,SC,29926,,,,32.214794,-80.722769
